ligand_number,enumeration,conformer_number,name,score,smiles,lowest_conformer
920,0,0,920:0:0,-6.83099,[H]c1c([H])c(Cl)c(C2([H])N([H])c3c([H])c(Cl)c([H])c(Cl)c3C2([H])[H])c([H])c1Cl,True
921,0,0,921:0:0,-9.14301,[H]C1=C(c2nc3c([H])c([H])c([H])c([H])c3c([H])c2[H])C([H])(c2c([H])c([H])c([H])c([H])c2[H])N([H])c2c([H])c([H])c([H])c([H])c21,True
923,0,0,923:0:0,-7.11957,[H]c1c([H])c(N([H])c2c(F)c(F)nc(F)c2Cl)c([H])c([H])c1Br,True
924,1,0,924:1:0,-8.72621,[H]C(=C(Cl)c1nc2c([H])c([H])c(Cl)c([H])c2c(=O)[n-]1)c1c([H])c([H])c([H])c([H])c1F,True
926,0,0,926:0:0,-8.22467,[H]c1c([H])c([H])c2c(c1[H])Sc1c([H])c([H])c([H])c([H])c1N2C(=O)N([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],True
927,0,0,927:0:0,-9.0712,[H]c1c(C(=O)N2C([H])([H])c3c(n([H])c4c([H])c([H])c(C([H])([H])[H])c([H])c34)C([H])([H])C2([H])[H])sc(C([H])([H])[H])c1C([H])([H])C([H])([H])[H],True
928,0,0,928:0:0,-8.85604,[H]c1c(Cl)sc(-c2nn(-c3c([H])c([H])c([H])c(C([H])([H])[H])c3C([H])([H])[H])c3c2C([H])([H])C([H])([H])N3[H])c1[H],True
929,0,0,929:0:0,-7.59902,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])N([H])c1c([H])c(Cl)c(Cl)c([H])c1Cl,True
930,0,0,930:0:0,-5.10325,[H]N([H])c1nc(SC([H])([H])c2c(C([H])([H])[H])noc2C([H])([H])[H])nc2sc3c(c12)C([H])([H])C([H])([H])C([H])([H])C3([H])[H],True
934,0,0,934:0:0,-6.92566,[H]OC1([H])C([H])([H])N(c2nc(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc3sc(C([H])([H])[H])c(C([H])([H])[H])c23)C([H])([H])C([H])([H])C1([H])[H],True
935,0,0,935:0:0,-8.36123,[H]c1c(F)c(F)c([H])c2c1nc(SC([H])(C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H])C([H])([H])[H])n2[H],True
936,0,0,936:0:0,-5.16568,[H]Oc1c([H])c([H])c([H])c([H])c1N1C([H])([H])C([H])([H])N(C([H])([H])n2c(=S)sc3c([H])c([H])c([H])c([H])c32)C([H])([H])C1([H])[H],True
937,1,0,937:1:0,-6.04064,[H]C(C(=O)N([H])N([H])C(=O)c1sc2c(c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H])=C([H])c1sc([H])c([H])c1[H],True
939,0,0,939:0:0,-7.44895,[H]c1nc2sc(-c3c([H])c([H])c([H])c(N([H])C(=O)N([H])c4sc([H])c([H])c4[H])c3[H])nc2c([H])c1[H],True
940,0,0,940:0:0,-7.94726,[H]c1nn([H])c(C2([H])C([H])([H])N(C([H])([H])c3sc([H])c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c1-c1c(F)c([H])c([H])c([H])c1F,True
941,0,0,941:0:0,-6.55112,[H]C([H])([H])c1nc(C([H])([H])[H])c2c(C([H])([H])[H])c(C([H])([H])[N+]([H])([H])C3([H])C([H])([H])C([H])([H])C([H])(C(F)(F)F)C([H])([H])C3([H])[H])sc2n1,True
942,0,0,942:0:0,-7.70388,[H]Oc1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1C1([H])N([H])c2c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c2C2([H])C([H])=C([H])C([H])([H])C21[H],True
943,0,0,943:0:0,-8.15381,[H]c1c([H])c([H])c2c(N([H])[H])nc(C([H])([H])OC(=O)c3oc4c([H])c([H])c(Cl)c([H])c4c3[H])nc2c1[H],True
944,1,0,944:1:0,-8.60721,[H]C(C(=O)N([H])c1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c(Cl)c1[H])=C([H])c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],True
945,0,0,945:0:0,-8.03719,[H]c1c([H])c([H])c2c(nc(C([H])([H])Sc3nc4sc(C([H])([H])[H])c(C([H])([H])[H])c4c(=O)n3C([H])([H])[H])n2[H])c1[H],True
947,0,0,947:0:0,-8.32461,[H]c1c([H])c2c(c([H])c1C(=O)N([H])C([H])(c1c([H])c([H])c3c(c1[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N2[H],True
948,0,0,948:0:0,-5.90027,[H]c1sc(N([H])C(=O)c2nn([H])c(-c3sc(C([H])([H])[H])c([H])c3[H])c2[H])nc1C(F)(F)F,True
950,0,0,950:0:0,-6.4109,[H]c1c([H])c([H])c2c(c1[H])c(C1([H])c3sc(=O)n([H])c3SC3([H])C4([H])C([H])([H])C([H])([H])C([H])(C4([H])[H])C13[H])c([H])n2[H],True
951,0,0,951:0:0,-9.71245,[H]c1nn2c(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C3([H])C([H])([H])[H])c(-c3c([H])c([H])c(F)c([H])c3[H])n([H])c2c1C#N,True
954,0,0,954:0:0,-7.84864,[H]c1c(C([H])([H])[H])c(C([H])([H])[H])c2nc(Cl)c(C([H])([H])Sc3nnc(N([H])[H])n3C3([H])C([H])([H])C3([H])[H])c([H])c2c1[H],True
955,0,0,955:0:0,-7.76886,[H]Oc1c([H])c([H])c(Cl)c([H])c1C([H])([H])N([H])c1c([H])c([H])c([H])c([H])c1I,True
956,0,0,956:0:0,-8.55753,[H]c1c([H])c(N([H])c2nc(N3C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])nc3c2c([H])nn3C([H])([H])[H])c([H])c([H])c1Cl,True
957,0,0,957:0:0,-7.8564,[H]c1c(Br)sc(C([H])(c2sc(C([H])([H])[H])c([H])c2[H])N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])c1[H],True
959,0,0,959:0:0,-7.69014,[H]c1c([H])c([H])c(N([H])C(=O)c2c([H])c(Br)c([H])n2[H])c(OC(F)(F)F)c1[H],True
961,0,0,961:0:0,-8.56023,[H]c1c([H])c(N([H])c2nc(-c3c(C([H])([H])[H])n([H])c4c([H])c([H])c([H])c([H])c34)c(C([H])([H])[H])s2)c([H])c2c1OC([H])([H])C([H])([H])O2,True
963,1,0,963:1:0,-6.93023,[H]ON=C([H])N([H])c1c([H])c([H])c([H])c([H])c1Sc1nc2c(Cl)c([H])c(Cl)c([H])c2s1,True
964,0,0,964:0:0,-9.28591,[H]Oc1c([H])c([H])c([H])c(C2([H])Sc3c([H])c([H])c([H])c([H])c3N=C(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3O[H])C2([H])[H])c1[H],True
967,0,0,967:0:0,-7.11712,[H]Oc1c([H])c([H])c(N(C(=S)[N-]C(=O)c2sc3c([H])c([H])c([H])c([H])c3c2Cl)C([H])([H])[H])c([H])c1[H],True
968,0,0,968:0:0,-7.89393,[H]Oc1c([H])c([H])c([H])c2c(N([H])c3nc([H])nc4sc([H])c(-c5c([H])c([H])c([H])c([H])c5[H])c34)c([H])c([H])c([H])c12,True
970,0,0,970:0:0,-6.75096,[H]c1c(Cl)sc(Cl)c1C(=O)N([H])N([H])C(=O)c1sc2c(c1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],True
971,0,0,971:0:0,-7.36339,[H]c1nc(N2C([H])([H])c3c(sc([H])c3[H])C([H])([H])C2([H])[H])c([H])c([H])c1N([H])C(=O)c1sc(Cl)c([H])c1[H],True
972,0,0,972:0:0,-8.05376,[H]c1c(C([H])([H])[H])c([H])c2nc(SC([H])([H])c3nc4sc5c(c4c(=O)n3[H])C([H])([H])C([H])([H])C5([H])[H])n([H])c2c1[H],True
974,0,0,974:0:0,-7.20262,[H]c1c([H])c(F)c([H])c(N([H])C(=O)N([H])c2nn(C([H])([H])c3c([H])c(Cl)c([H])c([H])c3Cl)c([H])c2[H])c1[H],True
977,0,0,977:0:0,-7.51374,[H]c1c([H])c(Cl)c(C([H])([H])[H])c(N([H])C(=O)c2sc(N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2C([H])([H])[H])c1[H],True
981,0,0,981:0:0,-6.81768,[H]c1c([H])c([H])c2c(c1[H])c(C([H])([H])C([H])([H])N([H])c1nc(Cl)c(C#N)c(Cl)c1Cl)c([H])n2[H],True
982,0,0,982:0:0,-9.39473,[H]c1nn2c(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(-c3c([H])c([H])c([H])c(Cl)c3[H])n([H])c2c1C#N,True
984,0,0,984:0:0,-6.78861,[H]c1c([H])c(F)c(SC([H])([H])c2nc(N([H])[H])c3c4c(sc3n2)C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c([H])c1F,True
985,0,0,985:0:0,-7.25887,[H]c1sc(-c2c(C#N)c(Sc3c([H])c([H])c(Cl)c([H])c3[H])nc(N([H])[H])c2C#N)c([H])c1[H],True
986,0,0,986:0:0,-9.07549,[H]Oc1c(C([H])(c2nc([H])c([H])c([H])c2[H])N([H])c2c([H])c([H])c(Cl)c([H])c2C([H])([H])[H])c([H])c([H])c2c([H])c([H])c([H])nc12,True
987,0,0,987:0:0,-7.86975,[H]Oc1c([H])c([H])c([H])c([H])c1C1([H])C([H])=C(c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[H])N([H])C([H])(c2c([H])c([H])c(F)c([H])c2[H])N1[H],True
988,0,0,988:0:0,-9.31572,[H]OC([H])([H])C1([H])C([H])([H])N(c2nc3c([H])c([H])c([H])c([H])c3c(-c3nc4c([H])c([H])c([H])c([H])c4s3)c2[H])C([H])([H])C([H])([H])C1([H])[H],True
989,0,0,989:0:0,-7.12088,[H]c1c(N([H])c2nc3c([H])c([H])c([H])c([H])c3c(C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],True
993,0,0,993:0:0,-8.26346,[H]c1c(Cl)c([H])c2c(nc(SC([H])(c3nc4sc(C([H])([H])[H])c(C([H])([H])[H])c4c(=O)n3[H])C([H])([H])[H])n2[H])c1[H],True
995,0,0,995:0:0,-7.5016,[H]c1c([H])c(Sc2nc(N([H])[H])nc(C(Cl)(Cl)Cl)n2)c(Cl)c([H])c1Cl,True
996,0,0,996:0:0,-5.96752,[H]Oc1c([H])c([H])c([H])c([H])c1N1C([H])([H])C([H])([H])N(C([H])([H])n2c(=S)sc3c([H])c([H])c(Cl)c([H])c32)C([H])([H])C1([H])[H],True
997,0,0,997:0:0,-5.95922,[H]c1oc(-c2nc(C(=O)N([H])N([H])c3c(Cl)c([H])c(Cl)c([H])c3Cl)c([H])s2)c([H])c1[H],True
999,0,0,999:0:0,-8.40419,[H]c1c([H])c(C(=O)N([H])c2c(C(=O)N3C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])n([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c23)c([H])c([H])c1F,True
1000,1,0,1000:1:0,-9.3919,[H]Oc1c([H])c([H])c(N=c2ssc3c2-c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c2N([H])C3(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],True
1002,0,0,1002:0:0,-7.94238,[H]c1c([H])c([H])c2c(N([H])C(=O)c3c(N([H])C(=O)C([H])([H])C([H])([H])[H])sc4c3C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C4([H])[H])c([H])c([H])c([H])c2c1[H],True
1004,0,0,1004:0:0,-7.46169,[H]Oc1c(OC([H])([H])[H])c([H])c([H])c(Br)c1C([H])=NN([H])c1c([H])c([H])c(Cl)c([H])c1Cl,True
1005,0,0,1005:0:0,-6.67421,[H]c1c([H])c(Cl)c(C(=O)N([H])N([H])C(=O)c2sc3c(c2[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])c1Cl,True
1006,0,0,1006:0:0,-7.16275,[H]c1c([H])c(N([H])C(=O)N([H])c2nc3c([H])c([H])c(Br)c([H])c3s2)c([H])c([H])c1OC([H])([H])C([H])([H])[H],True
1007,0,0,1007:0:0,-6.00699,[H]c1c([H])c(C2([H])N([H])C(=O)c3c(sc4c3C([H])([H])C([H])([H])C([H])([H])C4([H])[H])N2[H])c([H])c(Br)c1OC([H])([H])[H],True
1008,0,0,1008:0:0,-7.22861,[H]C(=C1C(=O)c2c(Cl)c(Br)c([H])c([H])c2N1[H])N([H])c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],True
1009,0,0,1009:0:0,-9.368,[H]Oc1c([H])c([H])c(Cl)c([H])c1N([H])c1nc([H])nc2sc([H])c(-c3c([H])c([H])c(Cl)c([H])c3[H])c12,True
1010,0,0,1010:0:0,-7.36889,[H]c1c([H])c(N([H])C(=O)c2oc3c([H])c([H])c([H])c([H])c3c2N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(Cl)c1F,True
1011,0,0,1011:0:0,-8.53582,[H]c1c([H])c(Cl)c(-n2nc(C3([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[H])C3([H])[H])c3c2N([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1Cl,True
1014,0,0,1014:0:0,-6.82559,[H]c1c([H])c(Cl)c([H])c(C2([H])C(C#N)=C(N([H])[H])N(c3c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c3[H])c3onc(C([H])([H])[H])c32)c1[H],True
1018,0,0,1018:0:0,-6.84136,[H]Oc1c(Cl)c([H])c(Cl)c([H])c1C1([H])N([H])c2c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2C2([H])C([H])=C([H])C([H])([H])C21[H],True
1023,0,0,1023:0:0,-9.501,[H]Oc1c([H])c([H])c([H])c([H])c1N([H])c1nc([H])nc2sc([H])c(-c3c([H])c([H])c(Br)c([H])c3[H])c12,True
1024,0,0,1024:0:0,-8.06299,[H]c1c([H])c(N([H])C(=O)C([H])(Sc2nc3c([H])c([H])c(Cl)c([H])c3n2[H])C([H])([H])[H])c(Cl)c([H])c1Cl,True
1026,0,0,1026:0:0,-7.32938,[H]Oc1c([H])c([H])c(Br)c([H])c1C1([H])N([H])c2c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2C2([H])C([H])=C([H])C([H])([H])C21[H],True
1028,0,0,1028:0:0,-6.18494,[H]Oc1c([H])c([H])c2c([H])c([H])c([H])c(N([H])C(=O)C(Oc3c([H])c([H])c(Br)c([H])c3[H])(C([H])([H])[H])C([H])([H])[H])c2c1[H],True
1029,0,0,1029:0:0,-5.74856,[H]c1sc(C(=O)N([H])c2c([H])c([H])c([H])c(N([H])C(=O)c3sc4c([H])c([H])c([H])c(F)c4c3[H])c2[H])c([H])c1[H],True
1032,0,0,1032:0:0,-5.33941,[H]c1c([H])c(N([H])C(=O)c2sc3c(c2[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])c(C(F)(F)F)c([H])c1N([H])C(=O)C([H])([H])[H],True
1035,1,0,1035:1:0,-7.76641,[H]C(=Nc1c([H])c([H])c(SC([H])([H])[H])c([H])c1[H])c1c([O-])c2c(Cl)c(Br)c([H])c([H])c2n1[H],True
1040,0,0,1040:0:0,-7.24831,[H]c1c([H])c([H])c2c(Cl)c(Oc3c(Cl)c([H])c4nc(N([H])C(=O)OC([H])([H])[H])n([H])c4c3[H])c([H])c([H])c2c1[H],True
1041,0,0,1041:0:0,-9.39388,[H]c1c(-c2nc3c([H])c([H])c(Cl)c([H])n3c2N([H])c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)sc(C([H])([H])[H])c1[H],True
1042,0,0,1042:0:0,-6.62314,[H]c1c([H])c(Cl)c([H])c(N([H])N([H])C(=O)c2sc3nc(C([H])([H])[H])c([H])c(C(F)(F)F)c3c2C([H])([H])[H])c1[H],True
1045,0,0,1045:0:0,-6.72836,[H]c1sc(-c2nn(C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])c3nc4c([H])c([H])c([H])c([H])c4s3)c(=S)n2[H])c([H])c1[H],True
1047,0,0,1047:0:0,-6.94593,[H]c1c([H])c(-c2nnc(N([H])C(=O)N([H])c3c([H])c([H])c(Cl)c(Cl)c3[H])s2)c([H])c([H])c1Cl,True
1048,0,0,1048:0:0,-6.01164,[H]c1c(Cl)c([H])c(C(=O)N([H])c2sc3c(c2C(=O)N([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C3([H])[H])c([H])c1Cl,True
1051,0,0,1051:0:0,-7.86682,[H]N([H])c1c(C(=O)N([H])C([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])sc2c1c1c(c(N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[n+]2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],True
1052,0,0,1052:0:0,-9.37309,[H]Oc1c([H])c([H])c(C([H])=N[n+]2c(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])sc([H])c2-c2c([H])c([H])c(O[H])c(O[H])c2[H])c([H])c1OC([H])([H])[H],True
1053,0,0,1053:0:0,-4.34237,[H]c1c([H])c([H])c(-n2c(SC([H])(C(=O)N([H])c3c([H])c([H])c([H])c(Cl)c3[H])C([H])([H])[H])nc(=O)c([H])c2N([H])[H])c([H])c1[H],True
1054,0,0,1054:0:0,-5.78961,[H]c1sc(N([H])C(=O)C([H])([H])C([H])([H])c2nc3sc4c(c3c(=O)n2[H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])nc1C1([H])C([H])([H])C1([H])[H],True
1056,0,0,1056:0:0,-6.66724,[H]c1c([H])c(N2N=C(C(=O)[N-]c3nc4c(s3)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C2([H])C(=O)N([H])[H])c([H])c([H])c1F,True
1059,0,0,1059:0:0,-8.58242,[H]c1sc(-c2nn(-c3nc(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(=O)n3[H])c(N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H],True
1060,0,0,1060:0:0,-8.06426,[H]c1c([H])c([H])c2c(C(=O)OC([H])(C(=O)N([H])C(=O)N([H])[H])C([H])([H])[H])c3c(nc2c1[H])C([H])([H])C([H])([H])C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C3([H])[H],True
1063,0,0,1063:0:0,-5.83082,[H]c1c([H])c([H])c2c(c1[H])N([H])C(=C(C#N)C(=O)C([H])([H])OC(=O)c1c([H])c([H])c([H])c3c4c(n([H])c13)C([H])([H])C([H])([H])C4([H])[H])N2[H],True
1066,0,0,1066:0:0,-7.78398,[H]c1c([H])c([H])c(N([H])c2nc(SC([H])(C(=O)N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c1[H],True
1068,0,0,1068:0:0,-7.04155,[H]c1c([H])c(OC([H])([H])[H])c([H])c(N([H])C(=O)c2nnsc2N([H])C(=O)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c1[H],True
1069,0,0,1069:0:0,-8.47969,[H]c1c([H])c(N([H])C(=O)N([H])C([H])([H])[H])c([H])c(N([H])C(=O)C([H])([H])Oc2c([H])c(Cl)c(Cl)c([H])c2Cl)c1[H],True
1072,0,0,1072:0:0,-7.06946,[H]c1c(Cl)c([H])c(C(=O)OC([H])([H])C(=O)N([H])c2c([H])c([H])c([H])c3nsnc23)c(N([H])[H])c1Cl,True
1073,0,0,1073:0:0,-5.35816,[H]c1c(-n2nnnc2SC([H])([H])C(=O)N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],True
1074,1,0,1074:1:0,-8.23126,[H]Oc1c([H])c([H])c(C([H])=C2SC(=S)N(C([H])(C(=O)N([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])C2=O)c([O-])c1[H],True
1076,0,0,1076:0:0,-6.7161,[H]N(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(=O)C([H])([H])Sc1nc(N([H])[H])c2c3c(sc2n1)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H],True
1077,1,0,1077:1:0,-8.36574,[H]C(=C(C#N)c1nc(N([H])[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2[H])n1)c1c([H])c(OC([H])([H])[H])c2c(c1[H])OC([H])([H])C([H])([H])O2,True
1082,0,0,1082:0:0,-7.73832,[H]c1nc([H])n(-c2nc(C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])nc3sc4c(c23)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C4([H])[H])c1[H],True
1083,0,0,1083:0:0,-6.64498,[H]c1sc(N2C(=O)N3C([H])([H])C([H])([H])N(C([H])([H])c4sc(Cl)c([H])c4[H])C([H])([H])C3([H])C2=O)c([H])c1[H],True
1084,0,0,1084:0:0,-8.01572,[H]c1sc2c(c1[H])C([H])(C([H])([H])[H])N(C(=O)c1c([H])c(C3([H])C([H])([H])C3([H])[H])nc3c1c(C([H])([H])[H])nn3C([H])([H])[H])C([H])([H])C2([H])[H],True
1085,0,0,1085:0:0,-7.73769,[H]c1nc(N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])sc1C([H])([H])N1C([H])([H])C2([H])OC(=O)N(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C2([H])C1([H])[H],True
1086,0,0,1086:0:0,-7.40206,[H]c1c(Cl)c(-c2nc(C([H])([H])N3C([H])([H])C([H])(C([H])([H])[H])OC([H])(C([H])([H])[H])C3([H])[H])c(C([H])([H])[H])o2)c([H])c2c1OC([H])([H])O2,True
1087,0,0,1087:0:0,-6.81814,[H]C1=C(c2sc([H])c([H])c2[H])N(C([H])([H])C([H])([H])[H])C(=C(C#N)c2nnc3n2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])S1,True
1088,0,0,1088:0:0,-8.40539,[H]c1oc(-c2nnc3n2N=C(c2sc(Br)c([H])c2[H])C([H])([H])S3)c([H])c1[H],True
1089,0,0,1089:0:0,-7.49825,[H]c1c(SC([H])([H])c2nc3c([H])c([H])c(Cl)c([H])n3c2[H])nnc(-n2nc(C([H])([H])[H])c([H])c2C([H])([H])[H])c1[H],True
1090,0,0,1090:0:0,-7.39897,[H]c1c([H])c([H])c(C([H])([H])N2C([H])([H])N(n3c([H])nnc3[H])c3nc4c([H])c([H])c([H])c([H])c4n3C2([H])[H])c(Cl)c1[H],True
1091,1,0,1091:1:0,-8.75289,[H]C(=C(Cl)c1nc2c([H])c([H])c(C([H])([H])[H])c([H])n2c(=O)c1[H])c1oc2c(OC([H])([H])[H])c([H])c([H])c([H])c2c1[H],True
1092,0,0,1092:0:0,-6.66595,[H]c1c([H])c(OC([H])([H])c2nc(C#N)c(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])o2)c(Cl)c([H])c1Cl,True
1094,0,0,1094:0:0,-5.81774,[H]c1sc(-c2nc3sc([H])c(C(=O)N4C([H])([H])C([H])([H])C([H])([H])C5([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C45[H])n3c2[H])c([H])c1[H],True
1095,0,0,1095:0:0,-6.60671,[H]c1c([H])c([H])c2c(c1[H])Sc1c([H])c([H])c([H])c([H])c1N2C(=O)C([H])([H])Sc1nnc(C([H])([H])[H])n1C([H])([H])[H],True
1096,0,0,1096:0:0,-6.04193,[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C(=O)C([H])(Sc3nc([H])c4c([H])c([H])c([H])c([H])n34)C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],True
1098,0,0,1098:0:0,-7.45227,[H]c1nc(SC([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c([H])c(Br)c([H])c([H])c2n1,True
1100,0,0,1100:0:0,-6.66941,[H]c1c(Cl)c([H])c(C([H])([H])[N+]2([H])C([H])([H])C([H])([H])N(C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c2c1C([H])([H])OC([H])([H])O2,True
1101,0,0,1101:0:0,-8.08244,[H]c1noc(C(=O)N(c2nc3c(F)c([H])c(F)c([H])c3s2)C([H])([H])c2nc([H])c([H])c([H])c2[H])c1[H],True
1102,0,0,1102:0:0,-7.98269,[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1c(C([H])([H])[H])c(C(=O)OC([H])([H])C(=O)N3C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C3([H])[H])oc12,True
1103,0,0,1103:0:0,-6.7586,[H]c1nn(-c2c([H])c([H])c([H])c([H])c2[H])c(=O)c(Cl)c1C([H])(C#N)c1nc2c([H])c([H])c([H])c([H])c2n1C([H])([H])[H],True
1104,0,0,1104:0:0,-8.55857,[H]c1c([H])c([H])c2c(nc([H])n2C([H])([H])c2nnc3sc(-c4oc5c([H])c([H])c([H])c([H])c5c4[H])nn23)c1[H],True
1105,0,0,1105:0:0,-6.03252,[H]c1nc2c([H])c([H])c(C([H])(c3nnnn3C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N3C([H])([H])C([H])([H])SC([H])([H])C3([H])[H])c([H])c2c([H])c1[H],True
1106,0,0,1106:0:0,-7.29878,[H]c1sc(-c2c([H])sc(N([H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])[n+]2N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H],True
1107,0,0,1107:0:0,-6.87625,[H]C(C(=O)N1C([H])([H])C([H])([H])OC([H])(c2c([H])c([H])c([H])c([H])c2[H])C1([H])[H])=C([H])c1c(C([H])([H])[H])nc2sc(C([H])([H])[H])c([H])n12,True
1108,0,0,1108:0:0,-7.6411,[H]c1sc2nc(Cl)c(C([H])([H])N(C(=O)C3([H])Sc4c([H])c([H])c([H])c([H])c4C3([H])[H])C([H])([H])[H])n2c1[H],True
1112,0,0,1112:0:0,-6.53379,[H]c1nc([H])n(-c2c(Cl)c([H])c([H])c([H])c2N([H])C(=O)c2nn([H])c(-c3c([H])c([H])c([H])c([H])c3Cl)c2[H])n1,True
1113,0,0,1113:0:0,-6.931,[H]c1c(Cl)c([H])c(N([H])C(=O)C([H])(Sc2nnc3n([H])c4c([H])c([H])c([H])c([H])c4n23)C([H])([H])[H])c([H])c1Cl,True
1115,0,0,1115:0:0,-5.60185,[H]c1c([H])c(N([H])C(=O)c2sc3nc(C([H])([H])[H])c([H])c(C([H])([H])[H])c3c2C([H])([H])[H])c([H])c(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c1F,True
1116,0,0,1116:0:0,-6.99266,[H]c1c([H])c([H])c(-c2c(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])sc(C(=O)N([H])c3c([H])c([H])c4c([H])nn([H])c4c3[H])c2[H])c([H])c1[H],True
